date,start_station_id,start_station_name,n_trips,avg_trip_duration_min,median_trip_duration_min,n_member,n_casual,share_member,share_casual,prev_n_trips,delta_n_trips,delta_n_trips_pct,n_trips_7day_avg,rank_by_date
2024-01-04,JC109,Bergen Ave & Sip Ave,48,7.945138888888891,5.783333333333333,45,3,0.9375,0.0625,54,-6,-0.1111111111111111,46.0,6
2024-01-04,HB101,Hoboken Terminal - Hudson St & Hudson Pl,46,6.678260869565216,4.866666666666666,38,8,0.8260869565217391,0.17391304347826086,56,-10,-0.17857142857142858,47.5,7
2024-01-04,JC009,Hamilton Park,45,5.69,5.366666666666666,38,7,0.8444444444444444,0.15555555555555556,45,0,0.0,36.75,8
2024-01-04,HB103,South Waterfront Walkway - Sinatra Dr & 1 St,44,8.620454545454546,6.666666666666667,29,15,0.6590909090909091,0.3409090909090909,37,7,0.1891891891891892,37.5,9
2024-01-04,HB501,Columbus Park - Clinton St & 9 St,44,6.871969696969694,5.266666666666667,33,11,0.75,0.25,37,7,0.1891891891891892,33.75,10
2024-01-05,HB102,Hoboken Terminal - River St & Hudson Pl,103,7.038834951456311,5.133333333333334,92,11,0.8932038834951457,0.10679611650485436,122,-19,-0.1557377049180328,99.2,1
2024-01-05,JC115,Grove St PATH,98,6.037244897959181,4.733333333333333,92,6,0.9387755102040817,0.061224489795918366,106,-8,-0.07547169811320754,94.4,2
2024-01-05,HB101,Hoboken Terminal - Hudson St & Hudson Pl,58,5.889655172413793,5.0,49,9,0.8448275862068966,0.15517241379310345,46,12,0.2608695652173913,49.6,3
2024-01-05,JC066,Newport PATH,50,8.286666666666667,6.683333333333334,45,5,0.9,0.1,54,-4,-0.07407407407407407,47.2,4
2024-01-05,JC109,Bergen Ave & Sip Ave,47,7.612056737588652,5.216666666666667,36,11,0.7659574468085106,0.23404255319148937,48,-1,-0.020833333333333332,46.2,5
2024-01-05,HB501,Columbus Park - Clinton St & 9 St,45,5.808148148148148,5.116666666666666,34,11,0.7555555555555555,0.24444444444444444,44,1,0.022727272727272728,36.0,6
2024-01-05,HB502,11 St & Washington St,41,6.728861788617886,5.216666666666667,28,13,0.6829268292682927,0.3170731707317073,31,10,0.3225806451612903,37.6,7
2024-01-05,HB603,8 St & Washington St,40,4.7666666666666675,3.6333333333333333,35,5,0.875,0.125,37,3,0.08108108108108109,30.8,8
2024-01-05,HB609,River St & 1 St,40,6.027083333333334,5.7,33,7,0.825,0.175,49,-9,-0.1836734693877551,43.0,9
2024-01-05,JC009,Hamilton Park,40,6.579583333333334,4.95,34,6,0.85,0.15,45,-5,-0.1111111111111111,37.4,10
2024-01-06,HB102,Hoboken Terminal - River St & Hudson Pl,52,7.97147435897436,6.583333333333333,36,16,0.6923076923076923,0.3076923076923077,103,-51,-0.49514563106796117,91.33333333333333,1
2024-01-06,JC116,Exchange Pl,41,6.177642276422764,5.85,35,6,0.8536585365853658,0.14634146341463414,28,13,0.4642857142857143,36.5,2
2024-01-06,HB105,City Hall - Washington St & 1 St,40,5.682916666666667,5.133333333333334,25,15,0.625,0.375,36,4,0.1111111111111111,43.0,3
2024-01-06,JC115,Grove St PATH,36,9.210648148148143,5.75,31,5,0.8611111111111112,0.1388888888888889,98,-62,-0.6326530612244898,84.66666666666667,4
2024-01-06,JC066,Newport PATH,34,9.240196078431373,8.466666666666667,24,10,0.7058823529411765,0.29411764705882354,50,-16,-0.32,45.0,5
2024-01-06,HB402,Madison St & 1 St,31,6.8634408602150545,4.616666666666666,24,7,0.7741935483870968,0.22580645161290322,31,0,0.0,29.333333333333332,6
2024-01-06,HB502,11 St & Washington St,30,6.974444444444443,4.95,20,10,0.6666666666666666,0.3333333333333333,41,-11,-0.2682926829268293,36.333333333333336,7
2024-01-06,JC006,Warren St,30,8.815555555555555,5.116666666666666,27,3,0.9,0.1,20,10,0.5,27.5,8
2024-01-06,JC013,Marin Light Rail,25,8.368666666666666,6.066666666666666,19,6,0.76,0.24,36,-11,-0.3055555555555556,29.333333333333332,9
2024-01-06,JC109,Bergen Ave & Sip Ave,25,12.053999999999998,6.95,20,5,0.8,0.2,47,-22,-0.46808510638297873,42.666666666666664,10
2024-01-07,HB102,Hoboken Terminal - River St & Hudson Pl,43,7.218992248062016,5.6,29,14,0.6744186046511628,0.32558139534883723,52,-9,-0.17307692307692307,84.42857142857143,1
2024-01-07,HB402,Madison St & 1 St,43,1.9910852713178293,1.3833333333333333,40,3,0.9302325581395349,0.06976744186046512,31,12,0.3870967741935484,31.285714285714285,2
2024-01-07,HB101,Hoboken Terminal - Hudson St & Hudson Pl,38,5.3833333333333355,4.816666666666666,28,10,0.7368421052631579,0.2631578947368421,18,20,1.1111111111111112,43.42857142857143,3
2024-01-07,JC115,Grove St PATH,36,6.104166666666667,4.9,33,3,0.9166666666666666,0.08333333333333333,36,0,0.0,77.71428571428571,4
2024-01-07,HB407,Adams St & 2 St,31,3.1661290322580657,1.3666666666666667,28,3,0.9032258064516129,0.0967741935483871,18,13,0.7222222222222222,23.142857142857142,5
2024-01-07,JC116,Exchange Pl,29,8.006321839080458,6.55,21,8,0.7241379310344828,0.27586206896551724,41,-12,-0.2926829268292683,35.42857142857143,6
2024-01-07,HB105,City Hall - Washington St & 1 St,26,10.846153846153847,4.4,24,2,0.9230769230769231,0.07692307692307693,40,-14,-0.35,40.57142857142857,7
2024-01-07,HB303,Clinton St & 7 St,24,7.068749999999999,5.266666666666667,19,5,0.7916666666666666,0.20833333333333334,23,1,0.043478260869565216,27.285714285714285,8
2024-01-07,HB408,Marshall St & 2 St,24,7.369444444444444,5.383333333333334,20,4,0.8333333333333334,0.16666666666666666,22,2,0.09090909090909091,25.428571428571427,9
2024-01-07,HB603,8 St & Washington St,24,8.647222222222224,3.716666666666667,20,4,0.8333333333333334,0.16666666666666666,22,2,0.09090909090909091,28.571428571428573,10
2024-01-08,HB102,Hoboken Terminal - River St & Hudson Pl,112,6.459970238095239,5.683333333333334,100,12,0.8928571428571429,0.10714285714285714,43,69,1.6046511627906976,89.71428571428571,1
2024-01-08,JC115,Grove St PATH,96,5.928124999999999,4.633333333333334,91,5,0.9479166666666666,0.052083333333333336,36,60,1.6666666666666667,79.42857142857143,2
2024-01-08,HB402,Madison St & 1 St,85,2.599803921568628,1.1,77,8,0.9058823529411765,0.09411764705882353,43,42,0.9767441860465116,39.857142857142854,3
2024-01-08,HB407,Adams St & 2 St,85,2.306666666666667,0.9333333333333333,81,4,0.9529411764705882,0.047058823529411764,31,54,1.7419354838709677,32.42857142857143,4
2024-01-08,HB609,River St & 1 St,60,3.8544444444444452,3.2,56,4,0.9333333333333333,0.06666666666666667,22,38,1.7272727272727273,41.714285714285715,5
2024-01-08,JC109,Bergen Ave & Sip Ave,60,5.271944444444445,4.5,51,9,0.85,0.15,22,38,1.7272727272727273,43.285714285714285,6
2024-01-08,HB101,Hoboken Terminal - Hudson St & Hudson Pl,59,6.29322033898305,5.533333333333333,46,13,0.7796610169491526,0.22033898305084745,38,21,0.5526315789473685,47.285714285714285,7
2024-01-08,HB105,City Hall - Washington St & 1 St,58,6.922413793103448,5.033333333333333,47,11,0.8103448275862069,0.1896551724137931,26,32,1.2307692307692308,43.142857142857146,8
2024-01-08,JC009,Hamilton Park,52,7.696794871794872,6.15,46,6,0.8846153846153846,0.11538461538461539,15,37,2.466666666666667,36.57142857142857,9
2024-01-08,JC066,Newport PATH,52,8.316025641025643,5.933333333333334,51,1,0.9807692307692307,0.019230769230769232,24,28,1.1666666666666667,46.142857142857146,10
2024-01-09,HB102,Hoboken Terminal - River St & Hudson Pl,70,5.861904761904762,4.1,60,10,0.8571428571428571,0.14285714285714285,112,-42,-0.375,85.42857142857143,1
2024-01-09,JC115,Grove St PATH,49,5.106802721088435,4.683333333333334,47,2,0.9591836734693877,0.04081632653061224,96,-47,-0.4895833333333333,72.28571428571429,2
2024-01-09,JC109,Bergen Ave & Sip Ave,37,4.997297297297298,4.533333333333333,34,3,0.918918918918919,0.08108108108108109,60,-23,-0.38333333333333336,41.857142857142854,3
2024-01-09,JC009,Hamilton Park,35,5.3704761904761895,4.483333333333333,29,6,0.8285714285714286,0.17142857142857143,52,-17,-0.3269230769230769,36.142857142857146,4
2024-01-09,HB101,Hoboken Terminal - Hudson St & Hudson Pl,32,5.494270833333333,4.7,29,3,0.90625,0.09375,59,-27,-0.4576271186440678,43.857142857142854,5
2024-01-09,JC066,Newport PATH,32,7.361979166666666,5.183333333333334,30,2,0.9375,0.0625,52,-20,-0.38461538461538464,43.0,6
2024-01-09,HB601,Church Sq Park - 5 St & Park Ave,27,4.8395061728395055,4.416666666666667,26,1,0.9629629629629629,0.037037037037037035,28,-1,-0.03571428571428571,25.571428571428573,7
2024-01-09,HB303,Clinton St & 7 St,25,6.3393333333333315,5.466666666666667,18,7,0.72,0.28,25,0,0.0,27.714285714285715,8
2024-01-09,HB502,11 St & Washington St,25,5.670666666666666,4.95,20,5,0.8,0.2,29,-4,-0.13793103448275862,30.714285714285715,9
2024-01-09,HB408,Marshall St & 2 St,24,5.377777777777777,4.833333333333333,23,1,0.9583333333333334,0.041666666666666664,31,-7,-0.22580645161290322,27.0,10
2024-01-10,HB102,Hoboken Terminal - River St & Hudson Pl,132,5.687121212121211,5.483333333333333,108,24,0.8181818181818182,0.18181818181818182,70,62,0.8857142857142857,90.57142857142857,1
2024-01-10,JC115,Grove St PATH,110,4.846515151515152,3.966666666666667,109,1,0.990909090909091,0.00909090909090909,49,61,1.2448979591836735,75.85714285714286,2
2024-01-10,HB101,Hoboken Terminal - Hudson St & Hudson Pl,63,6.3539682539682545,5.616666666666666,51,12,0.8095238095238095,0.19047619047619047,32,31,0.96875,44.857142857142854,3
2024-01-10,HB609,River St & 1 St,57,4.980409356725147,3.8333333333333335,51,6,0.8947368421052632,0.10526315789473684,24,33,1.375,39.42857142857143,4
2024-01-10,HB105,City Hall - Washington St & 1 St,55,6.057878787878789,4.883333333333334,44,11,0.8,0.2,12,43,3.5833333333333335,39.57142857142857,5
2024-01-10,JC066,Newport PATH,52,10.897435897435896,7.166666666666667,41,11,0.7884615384615384,0.21153846153846154,32,20,0.625,42.57142857142857,6
2024-01-10,JC109,Bergen Ave & Sip Ave,52,5.646794871794871,5.116666666666666,44,8,0.8461538461538461,0.15384615384615385,37,15,0.40540540540540543,41.57142857142857,7
2024-01-10,HB103,South Waterfront Walkway - Sinatra Dr & 1 St,47,5.986524822695036,6.166666666666667,40,7,0.851063829787234,0.14893617021276595,18,29,1.6111111111111112,31.0,8
2024-01-10,HB502,11 St & Washington St,46,6.2967391304347835,6.016666666666667,36,10,0.782608695652174,0.21739130434782608,25,21,0.84,31.0,9
2024-01-10,HB506,Grand St & 14 St,45,8.073703703703702,6.683333333333334,36,9,0.8,0.2,14,31,2.2142857142857144,27.142857142857142,10
2024-01-11,HB102,Hoboken Terminal - River St & Hudson Pl,131,6.598854961832059,5.466666666666667,108,23,0.8244274809160306,0.17557251908396945,132,-1,-0.007575757575757576,91.85714285714286,1
2024-01-11,JC115,Grove St PATH,112,5.40297619047619,4.766666666666667,104,8,0.9285714285714286,0.07142857142857142,110,2,0.01818181818181818,76.71428571428571,2
2024-01-11,HB101,Hoboken Terminal - Hudson St & Hudson Pl,68,6.14387254901961,5.366666666666666,58,10,0.8529411764705882,0.14705882352941177,63,5,0.07936507936507936,48.0,3
2024-01-11,JC009,Hamilton Park,63,7.176719576719577,5.533333333333333,54,9,0.8571428571428571,0.14285714285714285,38,25,0.6578947368421053,37.714285714285715,4
2024-01-11,JC109,Bergen Ave & Sip Ave,61,7.386338797814206,4.816666666666666,57,4,0.9344262295081968,0.06557377049180328,52,9,0.17307692307692307,43.42857142857143,5
2024-01-11,HB105,City Hall - Washington St & 1 St,57,5.55877192982456,4.566666666666666,49,8,0.8596491228070176,0.14035087719298245,55,2,0.03636363636363636,40.57142857142857,6
2024-01-11,HB609,River St & 1 St,57,5.89122807017544,5.083333333333333,52,5,0.9122807017543859,0.08771929824561403,57,0,0.0,40.57142857142857,7
2024-01-11,JC066,Newport PATH,54,7.158024691358023,5.233333333333333,52,2,0.9629629629629629,0.037037037037037035,52,2,0.038461538461538464,42.57142857142857,8
2024-01-11,JC116,Exchange Pl,50,5.7026666666666666,3.75,48,2,0.96,0.04,35,15,0.42857142857142855,32.857142857142854,9
2024-01-11,HB103,South Waterfront Walkway - Sinatra Dr & 1 St,49,7.813605442176871,6.45,41,8,0.8367346938775511,0.16326530612244897,47,2,0.0425531914893617,31.714285714285715,10
2024-01-12,HB102,Hoboken Terminal - River St & Hudson Pl,113,7.237020648967555,5.983333333333333,91,22,0.8053097345132744,0.19469026548672566,131,-18,-0.13740458015267176,93.28571428571429,1
2024-01-12,JC115,Grove St PATH,111,6.840690690690687,4.433333333333334,104,7,0.9369369369369369,0.06306306306306306,112,-1,-0.008928571428571428,78.57142857142857,2
2024-01-12,JC009,Hamilton Park,60,5.892222222222221,5.05,48,12,0.8,0.2,63,-3,-0.047619047619047616,40.57142857142857,3
2024-01-12,JC066,Newport PATH,57,8.667543859649122,6.45,52,5,0.9122807017543859,0.08771929824561403,54,3,0.05555555555555555,43.57142857142857,4
2024-01-12,HB101,Hoboken Terminal - Hudson St & Hudson Pl,56,5.800892857142856,5.25,44,12,0.7857142857142857,0.21428571428571427,68,-12,-0.17647058823529413,47.714285714285715,5
2024-01-12,JC109,Bergen Ave & Sip Ave,51,5.617973856209151,5.15,45,6,0.8823529411764706,0.11764705882352941,61,-10,-0.16393442622950818,44.0,6
2024-01-12,HB105,City Hall - Washington St & 1 St,49,6.640816326530611,5.383333333333334,38,11,0.7755102040816326,0.22448979591836735,57,-8,-0.14035087719298245,42.42857142857143,7
2024-01-12,HB603,8 St & Washington St,44,4.712878787878788,4.216666666666667,36,8,0.8181818181818182,0.18181818181818182,49,-5,-0.10204081632653061,33.0,8
2024-01-12,HB501,Columbus Park - Clinton St & 9 St,43,6.112403100775196,5.083333333333333,32,11,0.7441860465116279,0.2558139534883721,42,1,0.023809523809523808,29.285714285714285,9
2024-01-12,HB502,11 St & Washington St,43,5.6864341085271315,4.983333333333333,27,16,0.627906976744186,0.37209302325581395,41,2,0.04878048780487805,32.714285714285715,10
2024-01-13,HB102,Hoboken Terminal - River St & Hudson Pl,98,7.934013605442179,6.6,69,29,0.7040816326530612,0.29591836734693877,113,-15,-0.13274336283185842,99.85714285714286,1
2024-01-13,HB105,City Hall - Washington St & 1 St,54,8.06141975308642,6.85,33,21,0.6111111111111112,0.3888888888888889,49,5,0.10204081632653061,44.42857142857143,2
2024-01-13,JC115,Grove St PATH,54,6.321604938271604,4.216666666666667,46,8,0.8518518518518519,0.14814814814814814,111,-57,-0.5135135135135135,81.14285714285714,3
2024-01-13,JC066,Newport PATH,48,8.797569444444447,7.616666666666666,41,7,0.8541666666666666,0.14583333333333334,57,-9,-0.15789473684210525,45.57142857142857,4
2024-01-13,JC008,Newport Pkwy,42,15.33214285714286,8.4,31,11,0.7380952380952381,0.2619047619047619,24,18,0.75,27.428571428571427,5
2024-01-13,JC109,Bergen Ave & Sip Ave,40,4.8445833333333335,3.8666666666666667,34,6,0.85,0.15,51,-11,-0.21568627450980393,46.142857142857146,6
2024-01-13,JC105,Hoboken Ave at Monmouth St,39,8.45128205128205,7.3,19,20,0.48717948717948717,0.5128205128205128,41,-2,-0.04878048780487805,24.857142857142858,7
2024-01-13,HB501,Columbus Park - Clinton St & 9 St,37,5.672972972972973,4.933333333333334,23,14,0.6216216216216216,0.3783783783783784,43,-6,-0.13953488372093023,31.285714285714285,8
2024-01-13,JC006,Warren St,37,7.324324324324325,5.833333333333333,28,9,0.7567567567567568,0.24324324324324326,23,14,0.6086956521739131,25.428571428571427,9
2024-01-13,HB502,11 St & Washington St,36,5.7310185185185185,5.233333333333333,27,9,0.75,0.25,43,-7,-0.16279069767441862,33.57142857142857,10
2024-01-14,HB102,Hoboken Terminal - River St & Hudson Pl,70,9.687857142857139,6.983333333333333,49,21,0.7,0.3,98,-28,-0.2857142857142857,103.71428571428571,1
2024-01-14,JC115,Grove St PATH,43,9.189534883720933,4.866666666666666,41,2,0.9534883720930233,0.046511627906976744,54,-11,-0.2037037037037037,82.14285714285714,2
2024-01-14,HB101,Hoboken Terminal - Hudson St & Hudson Pl,42,8.936904761904763,6.816666666666666,28,14,0.6666666666666666,0.3333333333333333,34,8,0.23529411764705882,50.57142857142857,3
2024-01-14,HB105,City Hall - Washington St & 1 St,42,7.308333333333333,5.433333333333334,28,14,0.6666666666666666,0.3333333333333333,54,-12,-0.2222222222222222,46.714285714285715,4
2024-01-14,HB609,River St & 1 St,40,6.470416666666667,5.633333333333334,30,10,0.75,0.25,34,6,0.17647058823529413,44.57142857142857,5
2024-01-14,JC105,Hoboken Ave at Monmouth St,40,8.270416666666666,7.266666666666667,21,19,0.525,0.475,39,1,0.02564102564102564,30.0,6
2024-01-14,HB303,Clinton St & 7 St,35,4.366190476190476,3.433333333333333,30,5,0.8571428571428571,0.14285714285714285,26,9,0.34615384615384615,30.428571428571427,7
2024-01-14,JC014,Columbus Drive,32,7.972916666666666,6.0,28,4,0.875,0.125,28,4,0.14285714285714285,24.285714285714285,8
2024-01-14,JC008,Newport Pkwy,31,11.139247311827956,7.916666666666667,21,10,0.6774193548387096,0.3225806451612903,42,-11,-0.2619047619047619,28.571428571428573,9
2024-01-14,JC009,Hamilton Park,31,5.586021505376343,5.133333333333334,28,3,0.9032258064516129,0.0967741935483871,31,0,0.0,44.285714285714285,10
2024-01-15,HB102,Hoboken Terminal - River St & Hudson Pl,73,6.863242009132418,5.916666666666667,54,19,0.7397260273972602,0.2602739726027397,70,3,0.04285714285714286,98.14285714285714,1
2024-01-15,JC115,Grove St PATH,67,5.906467661691542,4.95,62,5,0.9253731343283582,0.07462686567164178,43,24,0.5581395348837209,78.0,2
2024-01-15,HB105,City Hall - Washington St & 1 St,38,9.131578947368421,6.25,28,10,0.7368421052631579,0.2631578947368421,42,-4,-0.09523809523809523,43.857142857142854,3
2024-01-15,JC109,Bergen Ave & Sip Ave,38,6.57982456140351,4.883333333333334,34,4,0.8947368421052632,0.10526315789473684,27,11,0.4074074074074074,43.714285714285715,4
2024-01-15,HB503,Madison St & 10 St,36,7.394907407407408,6.066666666666666,26,10,0.7222222222222222,0.2777777777777778,19,17,0.8947368421052632,26.142857142857142,5
2024-01-15,HB609,River St & 1 St,35,6.175714285714286,5.766666666666667,32,3,0.9142857142857143,0.08571428571428572,40,-5,-0.125,41.0,6
2024-01-15,JC009,Hamilton Park,34,14.500980392156862,5.75,25,9,0.7352941176470589,0.2647058823529412,31,3,0.0967741935483871,41.714285714285715,7
2024-01-15,JC066,Newport PATH,32,8.33125,7.316666666666666,31,1,0.96875,0.03125,31,1,0.03225806451612903,43.714285714285715,8
2024-01-15,HB101,Hoboken Terminal - Hudson St & Hudson Pl,31,4.968817204301075,4.483333333333333,24,7,0.7741935483870968,0.22580645161290322,42,-11,-0.2619047619047619,46.57142857142857,9
2024-01-15,HB303,Clinton St & 7 St,29,5.5166666666666675,4.566666666666666,27,2,0.9310344827586207,0.06896551724137931,35,-6,-0.17142857142857143,31.0,10
2024-01-16,HB102,Hoboken Terminal - River St & Hudson Pl,40,7.471250000000002,5.533333333333333,37,3,0.925,0.075,73,-33,-0.4520547945205479,93.85714285714286,1
2024-01-16,JC109,Bergen Ave & Sip Ave,37,6.7490990990991,4.9,33,4,0.8918918918918919,0.10810810810810811,38,-1,-0.02631578947368421,43.714285714285715,2
2024-01-16,JC115,Grove St PATH,34,7.257352941176471,6.8,30,4,0.8823529411764706,0.11764705882352941,67,-33,-0.4925373134328358,75.85714285714286,3
2024-01-16,HB101,Hoboken Terminal - Hudson St & Hudson Pl,22,7.624242424242425,7.066666666666666,20,2,0.9090909090909091,0.09090909090909091,31,-9,-0.2903225806451613,45.142857142857146,4
2024-01-16,JC066,Newport PATH,20,8.373333333333333,5.666666666666667,19,1,0.95,0.05,32,-12,-0.375,42.0,5
2024-01-16,JC009,Hamilton Park,19,6.466666666666667,5.733333333333333,16,3,0.8421052631578947,0.15789473684210525,34,-15,-0.4411764705882353,39.42857142857143,6
2024-01-16,HB609,River St & 1 St,17,5.916666666666666,5.533333333333333,17,0,1.0,0.0,35,-18,-0.5142857142857142,40.0,7
2024-01-16,HB603,8 St & Washington St,16,4.201041666666666,3.433333333333333,16,0,1.0,0.0,23,-7,-0.30434782608695654,32.857142857142854,8
2024-01-16,HB501,Columbus Park - Clinton St & 9 St,15,4.972222222222222,4.416666666666667,12,3,0.8,0.2,26,-11,-0.4230769230769231,32.142857142857146,9
2024-01-16,HB105,City Hall - Washington St & 1 St,14,5.490476190476191,4.616666666666666,11,3,0.7857142857142857,0.21428571428571427,38,-24,-0.631578947368421,44.142857142857146,10
2024-01-17,HB102,Hoboken Terminal - River St & Hudson Pl,69,5.584782608695652,5.433333333333334,61,8,0.8840579710144928,0.11594202898550725,40,29,0.725,84.85714285714286,1
2024-01-17,JC115,Grove St PATH,66,7.460353535353538,5.6,62,4,0.9393939393939394,0.06060606060606061,34,32,0.9411764705882353,69.57142857142857,2
2024-01-17,JC109,Bergen Ave & Sip Ave,41,5.693089430894311,5.533333333333333,39,2,0.9512195121951219,0.04878048780487805,37,4,0.10810810810810811,42.142857142857146,3
2024-01-17,HB101,Hoboken Terminal - Hudson St & Hudson Pl,37,5.991441441441443,5.833333333333333,30,7,0.8108108108108109,0.1891891891891892,22,15,0.6818181818181818,41.42857142857143,4
2024-01-17,JC066,Newport PATH,36,8.488888888888887,6.466666666666667,32,4,0.8888888888888888,0.1111111111111111,20,16,0.8,39.714285714285715,5
2024-01-17,HB501,Columbus Park - Clinton St & 9 St,35,6.199523809523809,5.466666666666667,33,2,0.9428571428571428,0.05714285714285714,15,20,1.3333333333333333,32.42857142857143,6
2024-01-17,HB609,River St & 1 St,35,6.345238095238096,5.366666666666666,29,6,0.8285714285714286,0.17142857142857143,17,18,1.0588235294117647,36.857142857142854,7
2024-01-17,HB103,South Waterfront Walkway - Sinatra Dr & 1 St,32,5.970312500000001,5.116666666666666,29,3,0.90625,0.09375,9,23,2.5555555555555554,23.857142857142858,8
