date,start_station_id,start_station_name,n_trips,avg_trip_duration_min,median_trip_duration_min,n_member,n_casual,share_member,share_casual,prev_n_trips,delta_n_trips,delta_n_trips_pct,n_trips_7day_avg
2024-01-02,HB603,8 St & Washington St,22,4.40681818181818,4.016666666666667,17,5,0.7727272727272727,0.22727272727272727,24,-2,-0.08333333333333333,23.0
2024-01-02,HB608,2 St & Park Ave,26,6.409615384615384,5.566666666666666,18,8,0.6923076923076923,0.3076923076923077,16,10,0.625,21.0
2024-01-02,HB609,River St & 1 St,50,5.496000000000001,5.05,46,4,0.92,0.08,29,21,0.7241379310344828,39.5
2024-01-02,HB610,Adams St & 12 St,14,11.565476190476193,8.183333333333334,12,2,0.8571428571428571,0.14285714285714285,4,10,2.5,9.0
2024-01-02,HB611,4 St & River St,31,5.348924731182796,4.95,22,9,0.7096774193548387,0.2903225806451613,24,7,0.2916666666666667,27.5
2024-01-02,JC002,Paulus Hook,24,5.497916666666666,3.533333333333333,22,2,0.9166666666666666,0.08333333333333333,7,17,2.4285714285714284,15.5
2024-01-02,JC003,City Hall,22,5.3977272727272725,2.9833333333333334,20,2,0.9090909090909091,0.09090909090909091,32,-10,-0.3125,27.0
2024-01-02,JC006,Warren St,24,7.795833333333333,5.233333333333333,21,3,0.875,0.125,26,-2,-0.07692307692307693,25.0
2024-01-02,JC008,Newport Pkwy,38,18.033771929824564,8.816666666666666,32,6,0.8421052631578947,0.15789473684210525,36,2,0.05555555555555555,37.0
2024-01-02,JC009,Hamilton Park,38,5.5017543859649125,4.433333333333334,30,8,0.7894736842105263,0.21052631578947367,19,19,1.0,28.5
2024-01-02,JC013,Marin Light Rail,28,4.881547619047619,3.6333333333333333,24,4,0.8571428571428571,0.14285714285714285,18,10,0.5555555555555556,23.0
2024-01-02,JC014,Columbus Drive,34,8.045588235294119,5.683333333333334,31,3,0.9117647058823529,0.08823529411764706,24,10,0.4166666666666667,29.0
2024-01-02,JC018,5 Corners Library,14,7.189285714285715,7.083333333333333,10,4,0.7142857142857143,0.2857142857142857,4,10,2.5,9.0
2024-01-02,JC019,Hilltop,6,10.75,7.566666666666666,6,0,1.0,0.0,5,1,0.2,5.5
2024-01-02,JC020,Baldwin at Montgomery,14,14.183333333333332,8.616666666666667,12,2,0.8571428571428571,0.14285714285714285,16,-2,-0.125,15.0
2024-01-02,JC022,Oakland Ave,16,4.988541666666666,3.9833333333333334,14,2,0.875,0.125,10,6,0.6,13.0
2024-01-02,JC023,Brunswick St,3,9.105555555555556,7.583333333333333,3,0,1.0,0.0,3,0,0.0,3.0
2024-01-02,JC024,Pershing Field,12,8.725,7.666666666666667,9,3,0.75,0.25,6,6,1.0,9.0
2024-01-02,JC027,Jersey & 6th St,18,4.882407407407407,3.6666666666666665,18,0,1.0,0.0,8,10,1.25,13.0
2024-01-02,JC032,Newark Ave,27,11.117283950617285,6.283333333333333,24,3,0.8888888888888888,0.1111111111111111,21,6,0.2857142857142857,24.0
2024-01-02,JC034,Christ Hospital,11,8.596969696969698,7.233333333333333,10,1,0.9090909090909091,0.09090909090909091,3,8,2.6666666666666665,7.0
2024-01-02,JC035,Van Vorst Park,24,6.985416666666667,4.3,24,0,1.0,0.0,19,5,0.2631578947368421,21.5
2024-01-02,JC038,Essex Light Rail,11,5.75909090909091,5.166666666666667,10,1,0.9090909090909091,0.09090909090909091,13,-2,-0.15384615384615385,12.0
2024-01-02,JC051,Union St,3,11.916666666666666,9.683333333333334,3,0,1.0,0.0,3,0,0.0,3.0
2024-01-02,JC052,Liberty Light Rail,30,8.12611111111111,7.1,28,2,0.9333333333333333,0.06666666666666667,14,16,1.1428571428571428,22.0
2024-01-02,JC053,Lincoln Park,5,9.213333333333333,11.166666666666666,4,1,0.8,0.2,6,-1,-0.16666666666666666,5.5
2024-01-02,JC055,McGinley Square,21,6.625396825396827,6.133333333333334,18,3,0.8571428571428571,0.14285714285714285,12,9,0.75,16.5
2024-01-02,JC057,Riverview Park,11,9.256060606060608,7.383333333333334,9,2,0.8181818181818182,0.18181818181818182,4,7,1.75,7.5
2024-01-02,JC059,Heights Elevator,4,18.804166666666667,10.1,4,0,1.0,0.0,2,2,1.0,3.0
2024-01-02,JC063,Jackson Square,8,15.752083333333333,15.516666666666667,8,0,1.0,0.0,5,3,0.6,6.5
2024-01-02,JC065,Dey St,6,5.1194444444444445,4.266666666666667,6,0,1.0,0.0,2,4,2.0,4.0
2024-01-02,JC066,Newport PATH,54,9.378703703703705,6.3,46,8,0.8518518518518519,0.14814814814814814,23,31,1.3478260869565217,38.5
2024-01-02,JC072,Morris Canal,22,5.490151515151516,3.933333333333333,20,2,0.9090909090909091,0.09090909090909091,13,9,0.6923076923076923,17.5
2024-01-02,JC074,Jersey & 3rd,21,4.873015873015873,3.5,21,0,1.0,0.0,11,10,0.9090909090909091,16.0
2024-01-02,JC075,Monmouth and 6th,11,4.539393939393939,4.166666666666667,10,1,0.9090909090909091,0.09090909090909091,6,5,0.8333333333333334,8.5
2024-01-02,JC076,Dixon Mills,13,7.207692307692308,4.316666666666666,12,1,0.9230769230769231,0.07692307692307693,13,0,0.0,13.0
2024-01-02,JC077,Astor Place,9,22.598148148148148,8.033333333333333,7,2,0.7777777777777778,0.2222222222222222,4,5,1.25,6.5
2024-01-02,JC078,Lafayette Park,22,7.410606060606062,6.983333333333333,20,2,0.9090909090909091,0.09090909090909091,10,12,1.2,16.0
2024-01-02,JC080,Leonard Gordon Park,12,8.786111111111111,7.166666666666667,11,1,0.9166666666666666,0.08333333333333333,6,6,1.0,9.0
2024-01-02,JC081,Brunswick & 6th,17,19.66470588235294,4.3,17,0,1.0,0.0,6,11,1.8333333333333333,11.5
2024-01-02,JC082,Manila & 1st,28,7.667261904761905,4.066666666666666,25,3,0.8928571428571429,0.10714285714285714,16,12,0.75,22.0
2024-01-02,JC084,Communipaw & Berry Lane,10,7.783333333333333,6.85,9,1,0.9,0.1,4,6,1.5,7.0
2024-01-02,JC093,Fairmount Ave,15,6.150000000000001,4.533333333333333,8,7,0.5333333333333333,0.4666666666666667,18,-3,-0.16666666666666666,16.5
2024-01-02,JC094,Glenwood Ave,10,5.755000000000001,3.9166666666666665,9,1,0.9,0.1,4,6,1.5,7.0
2024-01-02,JC095,Bergen Ave,15,12.531111111111109,7.116666666666666,13,2,0.8666666666666667,0.13333333333333333,7,8,1.1428571428571428,11.0
2024-01-02,JC097,York St & Marin Blvd,7,7.892857142857143,8.366666666666667,7,0,1.0,0.0,,,,7.0
2024-01-02,JC098,Washington St,15,11.213333333333333,7.25,15,0,1.0,0.0,24,-9,-0.375,19.5
2024-01-02,JC099,Montgomery St,15,7.451111111111112,6.966666666666667,15,0,1.0,0.0,15,0,0.0,15.0
2024-01-02,JC102,Grand St,24,8.836805555555554,5.383333333333334,23,1,0.9583333333333334,0.041666666666666664,17,7,0.4117647058823529,20.5
2024-01-02,JC103,Journal Square,21,5.015079365079366,4.666666666666667,19,2,0.9047619047619048,0.09523809523809523,15,6,0.4,18.0
2024-01-02,JC104,Harborside,5,3.8166666666666673,3.9,3,2,0.6,0.4,26,-21,-0.8076923076923077,15.5
2024-01-02,JC105,Hoboken Ave at Monmouth St,27,7.819135802469135,6.2,19,8,0.7037037037037037,0.2962962962962963,32,-5,-0.15625,29.5
2024-01-02,JC109,Bergen Ave & Sip Ave,47,5.659219858156029,4.55,39,8,0.8297872340425532,0.1702127659574468,35,12,0.34285714285714286,41.0
2024-01-02,JC110,JC Medical Center,25,20.921333333333333,6.966666666666667,22,3,0.88,0.12,17,8,0.47058823529411764,21.0
2024-01-02,JC115,Grove St PATH,99,8.38821548821549,5.316666666666666,87,12,0.8787878787878788,0.12121212121212122,84,15,0.17857142857142858,91.5
2024-01-02,JC116,Exchange Pl,34,12.037745098039213,5.733333333333333,31,3,0.9117647058823529,0.08823529411764706,42,-8,-0.19047619047619047,38.0
2024-01-03,HB101,Hoboken Terminal - Hudson St & Hudson Pl,56,5.5202380952380965,4.733333333333333,50,6,0.8928571428571429,0.10714285714285714,56,0,0.0,48.0
2024-01-03,HB102,Hoboken Terminal - River St & Hudson Pl,96,6.100520833333334,5.466666666666667,78,18,0.8125,0.1875,100,-4,-0.04,90.33333333333333
2024-01-03,HB103,South Waterfront Walkway - Sinatra Dr & 1 St,37,11.904954954954954,7.333333333333333,26,11,0.7027027027027027,0.2972972972972973,38,-1,-0.02631578947368421,35.333333333333336
2024-01-03,HB105,City Hall - Washington St & 1 St,45,6.363333333333335,4.983333333333333,35,10,0.7777777777777778,0.2222222222222222,47,-2,-0.0425531914893617,44.0
2024-01-03,HB201,12 St & Sinatra Dr N,26,11.848076923076926,8.1,18,8,0.6923076923076923,0.3076923076923077,29,-3,-0.10344827586206896,25.666666666666668
2024-01-03,HB202,14 St Ferry - 14 St & Shipyard Ln,24,7.348611111111109,5.4,20,4,0.8333333333333334,0.16666666666666666,29,-5,-0.1724137931034483,25.666666666666668
2024-01-03,HB203,Bloomfield St & 15 St,21,8.39126984126984,6.65,17,4,0.8095238095238095,0.19047619047619047,31,-10,-0.3225806451612903,23.0
2024-01-03,HB301,4 St & Grand St,27,4.800617283950617,4.733333333333333,25,2,0.9259259259259259,0.07407407407407407,20,7,0.35,18.666666666666668
2024-01-03,HB302,6 St & Grand St,34,4.061764705882354,3.9166666666666665,31,3,0.9117647058823529,0.08823529411764706,13,21,1.6153846153846154,20.666666666666668
2024-01-03,HB303,Clinton St & 7 St,33,5.5964646464646455,4.566666666666666,24,9,0.7272727272727273,0.2727272727272727,25,8,0.32,26.666666666666668
2024-01-03,HB304,7 St & Monroe St,26,5.412179487179487,4.5,22,4,0.8461538461538461,0.15384615384615385,22,4,0.18181818181818182,19.333333333333332
2024-01-03,HB305,9 St HBLR - Jackson St & 8 St,32,6.947395833333334,5.033333333333333,24,8,0.75,0.25,22,10,0.45454545454545453,25.666666666666668
2024-01-03,HB401,Southwest Park - Jackson St & Observer Hwy,17,6.484313725490196,4.733333333333333,14,3,0.8235294117647058,0.17647058823529413,14,3,0.21428571428571427,14.0
2024-01-03,HB402,Madison St & 1 St,33,5.063131313131314,4.0,29,4,0.8787878787878788,0.12121212121212122,30,3,0.1,29.333333333333332
2024-01-03,HB404,Mama Johnson Field - 4 St & Jackson St,7,6.302380952380951,7.183333333333334,6,1,0.8571428571428571,0.14285714285714285,17,-10,-0.5882352941176471,12.666666666666666
2024-01-03,HB407,Adams St & 2 St,17,4.279411764705882,4.0,16,1,0.9411764705882353,0.058823529411764705,20,-3,-0.15,19.0
2024-01-03,HB408,Marshall St & 2 St,37,6.551801801801801,5.216666666666667,29,8,0.7837837837837838,0.21621621621621623,23,14,0.6086956521739131,27.0
2024-01-03,HB409,Clinton St & Newark St,29,4.80632183908046,3.6333333333333333,27,2,0.9310344827586207,0.06896551724137931,34,-5,-0.14705882352941177,28.0
2024-01-03,HB501,Columbus Park - Clinton St & 9 St,37,5.83063063063063,5.483333333333333,29,8,0.7837837837837838,0.21621621621621623,29,8,0.27586206896551724,30.333333333333332
2024-01-03,HB502,11 St & Washington St,44,6.052272727272728,5.583333333333333,31,13,0.7045454545454546,0.29545454545454547,36,8,0.2222222222222222,38.666666666666664
2024-01-03,HB503,Madison St & 10 St,19,4.811403508771931,4.0,14,5,0.7368421052631579,0.2631578947368421,23,-4,-0.17391304347826086,18.666666666666668
2024-01-03,HB505,Willow Ave & 12 St,20,6.3575,5.766666666666667,14,6,0.7,0.3,20,0,0.0,17.666666666666668
2024-01-03,HB506,Grand St & 14 St,21,9.713492063492064,8.3,19,2,0.9047619047619048,0.09523809523809523,36,-15,-0.4166666666666667,25.333333333333332
2024-01-03,HB601,Church Sq Park - 5 St & Park Ave,27,5.671604938271606,4.2,22,5,0.8148148148148148,0.18518518518518517,9,18,2.0,17.666666666666668
2024-01-03,HB602,Stevens - River Ter & 6 St,21,6.697619047619048,5.2,16,5,0.7619047619047619,0.23809523809523808,19,2,0.10526315789473684,15.666666666666666
2024-01-03,HB603,8 St & Washington St,31,5.248924731182796,4.45,23,8,0.7419354838709677,0.25806451612903225,22,9,0.4090909090909091,25.666666666666668
2024-01-03,HB608,2 St & Park Ave,14,4.144047619047619,3.7666666666666666,13,1,0.9285714285714286,0.07142857142857142,26,-12,-0.46153846153846156,18.666666666666668
2024-01-03,HB609,River St & 1 St,47,5.810992907801419,5.166666666666667,43,4,0.9148936170212766,0.0851063829787234,50,-3,-0.06,42.0
2024-01-03,HB610,Adams St & 12 St,10,4.543333333333333,3.3,9,1,0.9,0.1,14,-4,-0.2857142857142857,9.333333333333334
2024-01-03,HB611,4 St & River St,28,10.720238095238093,4.983333333333333,22,6,0.7857142857142857,0.21428571428571427,31,-3,-0.0967741935483871,27.666666666666668
2024-01-03,JC002,Paulus Hook,18,7.019444444444445,6.25,18,0,1.0,0.0,24,-6,-0.25,16.333333333333332
2024-01-03,JC003,City Hall,25,6.980000000000001,3.8333333333333335,23,2,0.92,0.08,22,3,0.13636363636363635,26.333333333333332
2024-01-03,JC006,Warren St,33,8.355555555555556,5.6,27,6,0.8181818181818182,0.18181818181818182,24,9,0.375,27.666666666666668
